<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
Сбербанк;D;2016-02-22;000000;102.57;104.39;102.39;103.2;66187510;6848604254.1
Сбербанк;D;2016-02-23;000000;103.2;103.2;103.2;103.2;0;0
Сбербанк;D;2016-02-24;000000;102;102.7;100.79;102.1;89140580;9065264147.5
Сбербанк;D;2016-02-25;000000;102.65;104.35;101.51;104.05;110333690;11403975917.3
Сбербанк;D;2016-02-26;000000;105;107.15;104.83;106.24;144091540;15295321582.9
Сбербанк;D;2016-02-27;000000;106.24;106.24;106.24;106.24;0;0
Сбербанк;D;2016-02-28;000000;106.24;106.24;106.24;106.24;0;0
Сбербанк;D;2016-02-29;000000;105.5;107.38;104.81;107;91798290;9760622267.5
Сбербанк;D;2016-03-01;000000;107.5;108.79;106.42;108.26;114856490;12378692096.8
Сбербанк;D;2016-03-02;000000;109;109.2;106.1;106.12;97924080;10513076518.7
Сбербанк;D;2016-03-03;000000;106.7;107.63;105.4;106.99;80188360;8550809009.7
Сбербанк;D;2016-03-04;000000;107.7;109.02;106.7;108.99;84288020;9097424212
Сбербанк;D;2016-03-05;000000;108.99;108.99;108.99;108.99;0;0
Сбербанк;D;2016-03-06;000000;108.99;108.99;108.99;108.99;0;0
Сбербанк;D;2016-03-07;000000;109.62;110.2;108.57;109.47;75021080;8213200369.8
Сбербанк;D;2016-03-08;000000;109.47;109.47;109.47;109.47;0;0
Сбербанк;D;2016-03-09;000000;108.99;109.07;107.5;108.15;72419980;7832078624.6
Сбербанк;D;2016-03-10;000000;108.26;109.9;107.67;108.84;94994800;10361161759
Сбербанк;D;2016-03-11;000000;109.2;109.95;108.55;109.26;61331210;6706688254.4
Сбербанк;D;2016-03-12;000000;109.26;109.26;109.26;109.26;0;0
Сбербанк;D;2016-03-13;000000;109.26;109.26;109.26;109.26;0;0
Сбербанк;D;2016-03-14;000000;109.28;109.56;108.4;109.26;66481000;7248895619.9
Сбербанк;D;2016-03-15;000000;109.6;110.29;106.09;106.46;127043830;13731851331
Сбербанк;D;2016-03-16;000000;107.2;107.27;106.12;107;75835060;8097090903.9
Сбербанк;D;2016-03-17;000000;107.8;109.49;107.7;109.47;92997390;10123365188.7
Сбербанк;D;2016-03-18;000000;109.59;112.5;108.91;112.4;134630750;14983920514
Сбербанк;D;2016-03-19;000000;112.4;112.4;112.4;112.4;0;0
Сбербанк;D;2016-03-20;000000;112.4;112.4;112.4;112.4;0;0
Сбербанк;D;2016-03-21;000000;111.5;112.92;110.5;112.07;115565250;12891948432.2
Сбербанк;D;2016-03-22;000000;112.27;114.19;111;111.49;107526080;12081656420.5
Сбербанк;D;2016-03-23;000000;111.27;112.1;108.7;109.1;104185740;11471587093.6
Сбербанк;D;2016-03-24;000000;108.59;109.29;107.05;108.06;93439810;10092376449.9
Сбербанк;D;2016-03-25;000000;108.62;109.5;108.62;109.1;32979670;3598642926.5
Сбербанк;D;2016-03-26;000000;109.1;109.1;109.1;109.1;0;0
Сбербанк;D;2016-03-27;000000;109.1;109.1;109.1;109.1;0;0
Сбербанк;D;2016-03-28;000000;110;110.11;107.69;108.12;50130410;5444454984.8
Сбербанк;D;2016-03-29;000000;107.91;108.44;105.35;107.05;86835580;9252193779.5
Сбербанк;D;2016-03-30;000000;107.98;109.91;107.52;109.15;84472720;9179021892.9
Сбербанк;D;2016-03-31;000000;108.72;110.59;107.32;109.9;106590120;11622833134.2
Сбербанк;D;2016-04-01;000000;109.3;109.4;107.01;108.52;101276220;10954729269.3
Сбербанк;D;2016-04-02;000000;108.52;108.52;108.52;108.52;0;0
Сбербанк;D;2016-04-03;000000;108.52;108.52;108.52;108.52;0;0
Сбербанк;D;2016-04-04;000000;108.21;109.69;107.1;108.2;80458170;8742196865.3
Сбербанк;D;2016-04-05;000000;107.24;107.64;106;106.87;75655980;8076292165
Сбербанк;D;2016-04-06;000000;107.63;108.3;107.05;108;75577530;8134181775.9
Сбербанк;D;2016-04-07;000000;108.99;109.38;107.62;108.51;80295520;8710184003.2
Сбербанк;D;2016-04-08;000000;108.98;113.3;108.56;112.92;124450440;13825944881.5
Сбербанк;D;2016-04-09;000000;112.92;112.92;112.92;112.92;0;0
Сбербанк;D;2016-04-10;000000;112.92;112.92;112.92;112.92;0;0
Сбербанк;D;2016-04-11;000000;113;117.85;112.62;117.35;150709430;17458747643.8
Сбербанк;D;2016-04-12;000000;117.27;119.39;115.82;117.95;121033520;14222423017.2
Сбербанк;D;2016-04-13;000000;118.1;119.95;117.35;119.5;103450650;12284221991.6
Сбербанк;D;2016-04-14;000000;119.01;119.55;117.89;119.3;87986340;10448824709.5
Сбербанк;D;2016-04-15;000000;118.95;119.91;118.11;119.3;70464930;8389339753.7
Сбербанк;D;2016-04-16;000000;119.3;119.3;119.3;119.3;0;0
Сбербанк;D;2016-04-17;000000;119.3;119.3;119.3;119.3;0;0
Сбербанк;D;2016-04-18;000000;117.12;118.2;116.01;118.2;91828010;10752898612.4
Сбербанк;D;2016-04-19;000000;118.9;123.35;118.78;121.5;137828350;16735309525.3
Сбербанк;D;2016-04-20;000000;120.5;123.97;119.9;123.75;104454360;12741395879.8
Сбербанк;D;2016-04-21;000000;124.99;125.55;118.2;119.17;181989880;22131501769.7
Сбербанк;D;2016-04-22;000000;119.68;121.39;117.9;121.25;103033620;12356982713
Сбербанк;D;2016-04-23;000000;121.25;121.25;121.25;121.25;0;0
Сбербанк;D;2016-04-24;000000;121.25;121.25;121.25;121.25;0;0
Сбербанк;D;2016-04-25;000000;121.01;121.51;119.6;120.08;67353690;8108035672.6
Сбербанк;D;2016-04-26;000000;119.98;119.98;116.75;119.7;87582980;10367571495.8
Сбербанк;D;2016-04-27;000000;120.25;122.37;119.57;120.8;90776270;10991080027.5
Сбербанк;D;2016-04-28;000000;121.31;124.39;120;124.39;86145270;10556856884.7
Сбербанк;D;2016-04-29;000000;124.43;125.78;122;123.55;102845000;12763192798.2
Сбербанк;D;2016-04-30;000000;123.55;123.55;123.55;123.55;0;0
Сбербанк;D;2016-05-01;000000;123.55;123.55;123.55;123.55;0;0
Сбербанк;D;2016-05-02;000000;123.55;123.55;123.55;123.55;0;0
Сбербанк;D;2016-05-03;000000;123.55;123.55;123.55;123.55;0;0
Сбербанк;D;2016-05-04;000000;121.5;122.39;119.31;120.96;84919830;10235010629
Сбербанк;D;2016-05-05;000000;121.46;122.3;120.4;120.92;56067230;6802313979.8
Сбербанк;D;2016-05-06;000000;120.27;120.86;118.41;120.64;70324510;8411090739.3
Сбербанк;D;2016-05-07;000000;120.64;120.64;120.64;120.64;0;0
Сбербанк;D;2016-05-08;000000;120.64;120.64;120.64;120.64;0;0
Сбербанк;D;2016-05-09;000000;120.64;120.64;120.64;120.64;0;0
Сбербанк;D;2016-05-10;000000;119.8;121.35;118.57;119.55;66142640;7919645465.5
Сбербанк;D;2016-05-11;000000;120.01;123.62;119.57;123.45;85404520;10423833974.5
Сбербанк;D;2016-05-12;000000;123.46;124.38;121.01;121.2;82201850;10080141940.6
Сбербанк;D;2016-05-13;000000;121.5;121.95;119.69;121.07;63730840;7703426593.5
Сбербанк;D;2016-05-14;000000;121.07;121.07;121.07;121.07;0;0
Сбербанк;D;2016-05-15;000000;121.07;121.07;121.07;121.07;0;0
Сбербанк;D;2016-05-16;000000;122.2;123.62;121.63;122.6;59171910;7262195712.3
Сбербанк;D;2016-05-17;000000;122.85;123.27;120.6;122.71;72505100;8835683168.1
Сбербанк;D;2016-05-18;000000;122.49;123.54;121.83;123.12;50047460;6142658749.2
Сбербанк;D;2016-05-19;000000;121.96;122.17;120.3;120.5;72437040;8790586342.1
Сбербанк;D;2016-05-20;000000;121.83;122.47;120.8;121.9;54014280;6571676358.8
Сбербанк;D;2016-05-21;000000;121.9;121.9;121.9;121.9;0;0
Сбербанк;D;2016-05-22;000000;121.9;121.9;121.9;121.9;0;0
Сбербанк;D;2016-05-23;000000;121.3;122.2;120.12;121.51;56408970;6825642828
Сбербанк;D;2016-05-24;000000;121.45;124.07;121.35;123.5;56897490;6987440602.1
Сбербанк;D;2016-05-25;000000;124.45;128.55;124.41;127.87;114073670;14479261729.1
Сбербанк;D;2016-05-26;000000;128.54;133.05;126.9;132.16;125310740;16357527266.9
Сбербанк;D;2016-05-27;000000;131.62;134.79;131.35;133.2;87175150;11592929058.8
Сбербанк;D;2016-05-28;000000;133.2;133.2;133.2;133.2;0;0
Сбербанк;D;2016-05-29;000000;133.2;133.2;133.2;133.2;0;0
Сбербанк;D;2016-05-30;000000;133.51;135.08;132.55;134.45;37575080;5029369652.9
Сбербанк;D;2016-05-31;000000;134.79;135.98;132.56;132.56;93363020;12553902695.3
Сбербанк;D;2016-06-01;000000;132.36;133.21;131.31;131.36;64165110;8482089251.8
Сбербанк;D;2016-06-02;000000;131.51;133.08;130.51;132.3;63947300;8414607338.4
Сбербанк;D;2016-06-03;000000;133.07;134.44;131.04;131.59;68202630;9033729325.9
Сбербанк;D;2016-06-04;000000;131.59;131.59;131.59;131.59;0;0
Сбербанк;D;2016-06-05;000000;131.59;131.59;131.59;131.59;0;0
Сбербанк;D;2016-06-06;000000;132.08;134.74;132;133.99;48666040;6514499719.6
Сбербанк;D;2016-06-07;000000;134.5;139.97;134.02;139.97;101205300;13958052347.4
Сбербанк;D;2016-06-08;000000;141.12;142;137.44;139.39;88540950;12361099013.8
Сбербанк;D;2016-06-09;000000;139.9;140.71;137.07;139.61;56597300;7862301120.3
Сбербанк;D;2016-06-10;000000;137.8;137.94;133.35;133.5;64569430;8751719910.6
Сбербанк;D;2016-06-11;000000;133.5;133.5;133.5;133.5;0;0
Сбербанк;D;2016-06-12;000000;133.5;133.5;133.5;133.5;0;0
Сбербанк;D;2016-06-13;000000;133.5;133.5;133.5;133.5;0;0
Сбербанк;D;2016-06-14;000000;131.22;132.37;126.15;127.08;109389570;14046788936.6
Сбербанк;D;2016-06-15;000000;126.9;130.23;126.61;129.89;80324940;10369763886.9
Сбербанк;D;2016-06-16;000000;129;129.24;125.85;127.1;67167630;8520974588.5
Сбербанк;D;2016-06-17;000000;128.66;130.75;128.49;128.7;66796670;8666787653.4
Сбербанк;D;2016-06-18;000000;128.7;128.7;128.7;128.7;0;0
Сбербанк;D;2016-06-19;000000;128.7;128.7;128.7;128.7;0;0
Сбербанк;D;2016-06-20;000000;132.45;133.48;131.2;132.13;47921580;6355923662.3
Сбербанк;D;2016-06-21;000000;132.1;133.43;129.94;133.39;52409310;6908714760.5
Сбербанк;D;2016-06-22;000000;134.61;135.79;133.51;134.81;45459110;6122119624.6
Сбербанк;D;2016-06-23;000000;134.42;138.28;133.89;138;55163860;7546299634.1
Сбербанк;D;2016-06-24;000000;131.5;133.5;129.12;133.4;107405790;14149327652.7
Сбербанк;D;2016-06-25;000000;133.4;133.4;133.4;133.4;0;0
Сбербанк;D;2016-06-26;000000;133.4;133.4;133.4;133.4;0;0
Сбербанк;D;2016-06-27;000000;133.9;134.83;125.35;126.2;117447730;15219211846.1
Сбербанк;D;2016-06-28;000000;127.85;129.71;125.7;129.57;91288180;11699860490.7
Сбербанк;D;2016-06-29;000000;130.63;133.95;129.82;133.88;67216180;8882981033
Сбербанк;D;2016-06-30;000000;133.65;135.34;131.14;133;86955520;11562399539.1
Сбербанк;D;2016-07-01;000000;133.38;134.34;131.55;133.85;64562290;8586423005.5
Сбербанк;D;2016-07-02;000000;133.85;133.85;133.85;133.85;0;0
Сбербанк;D;2016-07-03;000000;133.85;133.85;133.85;133.85;0;0
Сбербанк;D;2016-07-04;000000;134.65;135.84;133.8;134.6;37974790;5119080832
Сбербанк;D;2016-07-05;000000;133.9;133.9;131.73;131.85;44240960;5853956115.3
Сбербанк;D;2016-07-06;000000;131.51;132.04;127.85;129.36;70460970;9124031149.9
Сбербанк;D;2016-07-07;000000;130.49;133.5;130.02;131.8;77524920;10222246297.4
Сбербанк;D;2016-07-08;000000;130.63;134.49;130.35;134.41;75763390;10043083863.8
Сбербанк;D;2016-07-09;000000;134.41;134.41;134.41;134.41;0;0
Сбербанк;D;2016-07-10;000000;134.41;134.41;134.41;134.41;0;0
Сбербанк;D;2016-07-11;000000;134.92;137.77;134.52;137.2;69836360;9533740566.7
Сбербанк;D;2016-07-12;000000;137.55;140.47;136.9;140.4;63799710;8882703238.9
Сбербанк;D;2016-07-13;000000;140.29;141.35;137.88;139.4;85670010;11936715358.2
Сбербанк;D;2016-07-14;000000;140;140.65;137.57;140;61352910;8548643589.6
Сбербанк;D;2016-07-15;000000;139.39;139.74;137.25;138.12;53551790;7409018726
Сбербанк;D;2016-07-16;000000;138.12;138.12;138.12;138.12;0;0
Сбербанк;D;2016-07-17;000000;138.12;138.12;138.12;138.12;0;0
Сбербанк;D;2016-07-18;000000;138.43;139.93;137.9;139.93;46932760;6530213164.9
Сбербанк;D;2016-07-19;000000;139.75;141.1;138.42;139.47;53219980;7434248905
Сбербанк;D;2016-07-20;000000;139.55;140;137.41;138.57;63451000;8794446158.8
Сбербанк;D;2016-07-21;000000;139.3;139.85;137.8;138.5;32417720;4499550437.9
Сбербанк;D;2016-07-22;000000;137.86;138.87;137.57;137.8;33621130;4645892258.2
Сбербанк;D;2016-07-23;000000;137.8;137.8;137.8;137.8;0;0
Сбербанк;D;2016-07-24;000000;137.8;137.8;137.8;137.8;0;0
Сбербанк;D;2016-07-25;000000;138.2;138.66;135.5;136;47091610;6428929124.3
Сбербанк;D;2016-07-26;000000;136.2;136.7;133.33;135.75;65112170;8772155248.3
Сбербанк;D;2016-07-27;000000;136.1;137.6;135.2;136.9;62463270;8528063308.6
Сбербанк;D;2016-07-28;000000;137;137.34;134.82;136.85;56411550;7686835854.3
Сбербанк;D;2016-07-29;000000;136.57;139.81;135.93;139.15;59193890;8166313934.7
Сбербанк;D;2016-07-30;000000;139.15;139.15;139.15;139.15;0;0
Сбербанк;D;2016-07-31;000000;139.15;139.15;139.15;139.15;0;0
Сбербанк;D;2016-08-01;000000;140;141.21;137.59;138.52;47153870;6565167416.9
Сбербанк;D;2016-08-02;000000;138.45;138.6;135;135.06;57230140;7808393550
Сбербанк;D;2016-08-03;000000;134.73;136.2;134.27;135.73;46790060;6328788314.9
Сбербанк;D;2016-08-04;000000;136.47;137.6;136.02;137.14;41613130;5698835374.4
Сбербанк;D;2016-08-05;000000;137.48;138.89;137.31;138.69;44500460;6151186763.5
Сбербанк;D;2016-08-06;000000;138.69;138.69;138.69;138.69;0;0
Сбербанк;D;2016-08-07;000000;138.69;138.69;138.69;138.69;0;0
Сбербанк;D;2016-08-08;000000;139.01;140.1;138;139.45;43544440;6061657241.3
Сбербанк;D;2016-08-09;000000;139.21;140.25;137.85;139.2;52334380;7283674749.7
Сбербанк;D;2016-08-10;000000;139.2;139.8;138.14;138.3;36208220;5032212517.9
Сбербанк;D;2016-08-11;000000;138.16;139.74;137.68;139.7;38363080;5325949295.1
Сбербанк;D;2016-08-12;000000;140.2;141.39;139.1;139.45;44408570;6222735593.4
Сбербанк;D;2016-08-13;000000;139.45;139.45;139.45;139.45;0;0
Сбербанк;D;2016-08-14;000000;139.45;139.45;139.45;139.45;0;0
Сбербанк;D;2016-08-15;000000;140.25;140.49;138.86;139.5;40246250;5623714089
Сбербанк;D;2016-08-16;000000;139.5;141.08;138.03;138.1;64976850;9059860088.6
Сбербанк;D;2016-08-17;000000;138.2;138.8;137.17;138.44;42754590;5908783673.8
Сбербанк;D;2016-08-18;000000;138.72;140.14;136.2;137;62192110;8579821231.5
Сбербанк;D;2016-08-19;000000;137.7;137.7;135.52;135.8;42601100;5799467960
Сбербанк;D;2016-08-20;000000;135.8;135.8;135.8;135.8;0;0
Сбербанк;D;2016-08-21;000000;135.8;135.8;135.8;135.8;0;0
Сбербанк;D;2016-08-22;000000;135.15;137.47;134.6;137.37;47528400;6466022031.4
Сбербанк;D;2016-08-23;000000;137;140.48;136.9;140.35;59224560;8229179028.6
Сбербанк;D;2016-08-24;000000;139.7;140.5;138.52;139.5;46466330;6481145528.9
Сбербанк;D;2016-08-25;000000;139.99;142.9;139.67;142.84;76078810;10719591847
Сбербанк;D;2016-08-26;000000;143.2;145.6;143.2;145.25;75195700;10863680090.1
Сбербанк;D;2016-08-27;000000;145.25;145.25;145.25;145.25;0;0
Сбербанк;D;2016-08-28;000000;145.25;145.25;145.25;145.25;0;0
Сбербанк;D;2016-08-29;000000;144.47;144.47;142.51;143.55;45656960;6536269238.9
Сбербанк;D;2016-08-30;000000;143.58;145.3;143.18;143.18;50500270;7287590705.2
Сбербанк;D;2016-08-31;000000;143.2;144.05;142.55;143.5;45305830;6488417705.3
Сбербанк;D;2016-09-01;000000;143.96;144.78;143.6;144.25;41963100;6053333272.3
Сбербанк;D;2016-09-02;000000;144.45;147.09;143.82;146.88;53845560;7841954397.6
Сбербанк;D;2016-09-03;000000;146.88;146.88;146.88;146.88;0;0
Сбербанк;D;2016-09-04;000000;146.88;146.88;146.88;146.88;0;0
Сбербанк;D;2016-09-05;000000;147.5;149.6;147.09;149.5;59600300;8877792792.3
Сбербанк;D;2016-09-06;000000;149.8;150.81;149.06;150.64;60199870;9039695232.9
Сбербанк;D;2016-09-07;000000;150.95;155.03;150.92;154.33;95300490;14653031148.6
Сбербанк;D;2016-09-08;000000;155.23;156.25;152.67;153.45;64752830;9978053627.1
Сбербанк;D;2016-09-09;000000;152.71;152.84;151.22;151.6;33786550;5133201463.2
Сбербанк;D;2016-09-10;000000;151.6;151.6;151.6;151.6;0;0
Сбербанк;D;2016-09-11;000000;151.6;151.6;151.6;151.6;0;0
Сбербанк;D;2016-09-12;000000;149.73;151.69;148.65;151.43;56124240;8434637360.6
Сбербанк;D;2016-09-13;000000;151.5;152.1;149.25;149.8;36177590;5435302608.3
Сбербанк;D;2016-09-14;000000;149.85;151.55;149.35;150.86;38730080;5826750811.6
Сбербанк;D;2016-09-15;000000;150.51;150.78;148.06;149.14;45152290;6731783060.1
Сбербанк;D;2016-09-16;000000;149.3;149.68;147;147;49929080;7409457744
Сбербанк;D;2016-09-17;000000;147;147;147;147;0;0
Сбербанк;D;2016-09-18;000000;147;147;147;147;0;0
Сбербанк;D;2016-09-19;000000;148.8;149.91;148.07;148.66;38986370;5808871221.6
Сбербанк;D;2016-09-20;000000;148.12;149.4;147.04;149.3;35197210;5213689011.3
Сбербанк;D;2016-09-21;000000;149.85;151.54;149.72;150.67;43825610;6611184133.7
Сбербанк;D;2016-09-22;000000;152.54;154.5;151.62;154.18;66192510;10131896102.7
Сбербанк;D;2016-09-23;000000;153.73;153.76;150.13;151.5;51201870;7765907039.4
Сбербанк;D;2016-09-24;000000;151.5;151.5;151.5;151.5;0;0
Сбербанк;D;2016-09-25;000000;151.5;151.5;151.5;151.5;0;0
Сбербанк;D;2016-09-26;000000;149.9;152.45;148.7;149.1;52078570;7818522520.6
Сбербанк;D;2016-09-27;000000;149.55;149.69;147.28;147.53;40476550;5998627260.4
Сбербанк;D;2016-09-28;000000;148.12;149.34;146.71;147.18;40322000;5973613428
Сбербанк;D;2016-09-29;000000;150.2;150.88;148.05;148.47;56728010;8485757408.7
Сбербанк;D;2016-09-30;000000;147;147;144.6;145.34;58037520;8455751298.5
Сбербанк;D;2016-10-01;000000;145.34;145.34;145.34;145.34;0;0
Сбербанк;D;2016-10-02;000000;145.34;145.34;145.34;145.34;0;0
Сбербанк;D;2016-10-03;000000;146;148.87;145.75;148.87;47993880;7090286397.9
Сбербанк;D;2016-10-04;000000;149.1;149.12;146.21;148.1;46486550;6865552494.8
Сбербанк;D;2016-10-05;000000;148.14;148.4;146.3;147.95;37993810;5601725481.1
Сбербанк;D;2016-10-06;000000;148.34;149.69;147.55;148.9;32716690;4866388391.6
Сбербанк;D;2016-10-07;000000;149.6;150.5;147.89;148.74;49440170;7380712145.9
Сбербанк;D;2016-10-08;000000;148.74;148.74;148.74;148.74;0;0
Сбербанк;D;2016-10-09;000000;148.74;148.74;148.74;148.74;0;0
Сбербанк;D;2016-10-10;000000;149.33;151.3;148.36;151.27;37509660;5631092388.8
Сбербанк;D;2016-10-11;000000;150.89;152.44;150.51;151.3;46387240;7032753973.4
Сбербанк;D;2016-10-12;000000;151.2;151.59;148.81;149.2;35366250;5305198096.4
Сбербанк;D;2016-10-13;000000;148.64;148.65;145.76;146.09;52838360;7760710426.3
Сбербанк;D;2016-10-14;000000;146.65;147.96;146.16;146.73;37124120;5459815705.3
Сбербанк;D;2016-10-15;000000;146.73;146.73;146.73;146.73;0;0
Сбербанк;D;2016-10-16;000000;146.73;146.73;146.73;146.73;0;0
Сбербанк;D;2016-10-17;000000;146.5;147.13;145.54;146.46;42616240;6234270452.3
Сбербанк;D;2016-10-18;000000;147.48;148.44;147.02;147.74;32955000;4870287968.4
Сбербанк;D;2016-10-19;000000;148.39;149.2;148.07;148.6;31874420;4738949483.2
Сбербанк;D;2016-10-20;000000;148.8;149;147.29;148.26;34266570;5082478516.3
Сбербанк;D;2016-10-21;000000;148.01;148.84;147.48;148.42;23329810;3456893308.2
Сбербанк;D;2016-10-22;000000;148.42;148.42;148.42;148.42;0;0
Сбербанк;D;2016-10-23;000000;148.42;148.42;148.42;148.42;0;0
Сбербанк;D;2016-10-24;000000;149.21;150.45;148.94;149.15;37453910;5608731106.3
Сбербанк;D;2016-10-25;000000;149.74;152.23;149.22;151.57;36161040;5466790141.6
Сбербанк;D;2016-10-26;000000;151.23;151.7;149.75;150.67;35952060;5414104154.2
Сбербанк;D;2016-10-27;000000;150.57;151.62;149.3;149.3;28739200;4326960565.7
Сбербанк;D;2016-10-28;000000;149.4;150.08;148.32;149.2;22418130;3343459651.7
Сбербанк;D;2016-10-29;000000;149.2;149.2;149.2;149.2;0;0
Сбербанк;D;2016-10-30;000000;149.2;149.2;149.2;149.2;0;0
Сбербанк;D;2016-10-31;000000;148.99;148.99;147.4;147.4;27721920;4100490194
Сбербанк;D;2016-11-01;000000;147.9;148.98;145.71;145.85;44168710;6501240496.6
Сбербанк;D;2016-11-02;000000;144.51;145.64;142.3;142.36;60205670;8644900131.6
Сбербанк;D;2016-11-03;000000;142.8;143.66;141.6;142.75;40341340;5753684844.6
Сбербанк;D;2016-11-04;000000;142.75;142.75;142.75;142.75;0;0
Сбербанк;D;2016-11-05;000000;142.75;142.75;142.75;142.75;0;0
Сбербанк;D;2016-11-06;000000;142.75;142.75;142.75;142.75;0;0
Сбербанк;D;2016-11-07;000000;143.8;144.88;142.55;143.4;32443490;4665939140.2
Сбербанк;D;2016-11-08;000000;144.25;146.33;143.68;146.11;37347690;5425398366
Сбербанк;D;2016-11-09;000000;143;151.35;142.5;151.04;102394650;15190552602.5
Сбербанк;D;2016-11-10;000000;151.88;155.57;151.84;153.36;100426420;15449708503.1
Сбербанк;D;2016-11-11;000000;153;153.68;151.44;151.51;69515020;10594648321.2
Сбербанк;D;2016-11-12;000000;151.51;151.51;151.51;151.51;0;0
Сбербанк;D;2016-11-13;000000;151.51;151.51;151.51;151.51;0;0
Сбербанк;D;2016-11-14;000000;152.5;152.85;149.17;150.4;47655170;7182081900.5
Сбербанк;D;2016-11-15;000000;151;152.37;148.75;149.85;50518750;7601280974.3
Сбербанк;D;2016-11-16;000000;150.9;151.88;149.18;149.94;35759620;5386536072.9
Сбербанк;D;2016-11-17;000000;149.93;150.95;148.95;149.75;37684570;5651003392.7
Сбербанк;D;2016-11-18;000000;149.99;150.84;149.64;150.05;27291020;4100987357
Сбербанк;D;2016-11-19;000000;150.05;150.05;150.05;150.05;0;0
Сбербанк;D;2016-11-20;000000;150.05;150.05;150.05;150.05;0;0
Сбербанк;D;2016-11-21;000000;150.9;153.25;150.9;153;40030400;6102842031.8
Сбербанк;D;2016-11-22;000000;153.85;155.68;153.64;155;68572050;10616520476.9
Сбербанк;D;2016-11-23;000000;155.44;155.44;154.55;155.23;36365060;5636722764.2
Сбербанк;D;2016-11-24;000000;155.38;161.2;155.3;161.15;68795980;10912692925.7
Сбербанк;D;2016-11-25;000000;161;163.42;158.94;160.36;69148720;11120256119.7
Сбербанк;D;2016-11-26;000000;160.36;160.36;160.36;160.36;0;0
Сбербанк;D;2016-11-27;000000;160.36;160.36;160.36;160.36;0;0
Сбербанк;D;2016-11-28;000000;160.01;161.12;158.43;159.4;33551380;5354176567.4
Сбербанк;D;2016-11-29;000000;158.98;160.7;157.6;158.07;49350470;7827999916
Сбербанк;D;2016-11-30;000000;158.3;160.13;157.71;158.7;62385780;9909089628.3
Сбербанк;D;2016-12-01;000000;159.99;160;157.75;158.7;44384190;7053298659.9
Сбербанк;D;2016-12-02;000000;158.45;159.94;157.1;159.4;52755790;8365507532.4
Сбербанк;D;2016-12-03;000000;159.4;159.4;159.4;159.4;0;0
Сбербанк;D;2016-12-04;000000;159.4;159.4;159.4;159.4;0;0
Сбербанк;D;2016-12-05;000000;158.76;163.23;158.43;162.02;56633080;9139237895.5
Сбербанк;D;2016-12-06;000000;161.99;162.94;159.35;159.35;47160440;7601322082.3
Сбербанк;D;2016-12-07;000000;159.82;161;158.58;159.95;46914440;7502503249.5
Сбербанк;D;2016-12-08;000000;160.7;168.98;160.67;168.98;98187850;16224009729.6
Сбербанк;D;2016-12-09;000000;169.65;170.87;167.6;169.66;74497920;12605057701
Сбербанк;D;2016-12-10;000000;169.66;169.66;169.66;169.66;0;0
Сбербанк;D;2016-12-11;000000;169.66;169.66;169.66;169.66;0;0
Сбербанк;D;2016-12-12;000000;172;178.93;171.35;175.4;114401460;20082774584.9
Сбербанк;D;2016-12-13;000000;175;177.48;172.06;176.9;64580090;11293028296.1
Сбербанк;D;2016-12-14;000000;177;177.87;172.37;173.7;53848710;9373676243.5
Сбербанк;D;2016-12-15;000000;171.5;175.39;171.35;174.92;75039220;12988013102.7
Сбербанк;D;2016-12-16;000000;175.61;177.04;173.5;173.9;50133300;8766862602.3
Сбербанк;D;2016-12-17;000000;173.9;173.9;173.9;173.9;0;0
Сбербанк;D;2016-12-18;000000;173.9;173.9;173.9;173.9;0;0
Сбербанк;D;2016-12-19;000000;174.76;175.55;173.2;174.3;34213020;5976308452.3
Сбербанк;D;2016-12-20;000000;174.17;176.86;173.03;175.9;31563470;5532589587.8
Сбербанк;D;2016-12-21;000000;176.68;185.34;174.65;174.71;92678660;16487999994.5
Сбербанк;D;2016-12-22;000000;174.49;175.35;170;170;67004190;11520496732
Сбербанк;D;2016-12-23;000000;169.8;171.76;168.55;171.15;37355710;6360131652.8
Сбербанк;D;2016-12-24;000000;171.15;171.15;171.15;171.15;0;0
Сбербанк;D;2016-12-25;000000;171.15;171.15;171.15;171.15;0;0
Сбербанк;D;2016-12-26;000000;171.3;173.2;171.15;171.97;21221200;3658712860.7
Сбербанк;D;2016-12-27;000000;172;172.7;170.5;172.27;19784040;3402019712
Сбербанк;D;2016-12-28;000000;173;173.63;170.1;170.1;37022030;6363289458.9
Сбербанк;D;2016-12-29;000000;170.05;172.22;167.55;171.3;49661210;8429269980
Сбербанк;D;2016-12-30;000000;171.7;173.25;170.56;173.25;35427000;6088303588.4
Сбербанк;D;2016-12-31;000000;173.25;173.25;173.25;173.25;0;0
Сбербанк;D;2017-01-01;000000;173.25;173.25;173.25;173.25;0;0
Сбербанк;D;2017-01-02;000000;173.25;173.25;173.25;173.25;0;0
Сбербанк;D;2017-01-03;000000;173.4;181.68;173;180.12;53890400;9609078356.4
Сбербанк;D;2017-01-04;000000;178.9;179.41;174.23;175.95;41400710;7305516105.8
Сбербанк;D;2017-01-05;000000;176.31;177.28;171.54;171.9;35093040;6109242773.7
Сбербанк;D;2017-01-06;000000;172.4;173.75;169.5;170.69;35415590;6065097940.3
Сбербанк;D;2017-01-07;000000;170.69;170.69;170.69;170.69;0;0
