<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
Сбербанк;D;2018-09-08;000000;174.9;174.9;174.9;174.9;0;0
Сбербанк;D;2018-09-09;000000;174.9;174.9;174.9;174.9;0;0
Сбербанк;D;2018-09-10;000000;175.03;175.97;169.85;171.21;77730540;13361792221.8
Сбербанк;D;2018-09-11;000000;171.23;172.67;165.9;169.36;93278700;15752300258
Сбербанк;D;2018-09-12;000000;170.2;175.19;169.4;173.9;93574140;16178029284.8
Сбербанк;D;2018-09-13;000000;174.5;189.04;174.5;183.5;194912360;35718530627.1
Сбербанк;D;2018-09-14;000000;185;189;182.53;188.71;127908270;23811121559.5
Сбербанк;D;2018-09-15;000000;188.71;188.71;188.71;188.71;0;0
Сбербанк;D;2018-09-16;000000;188.71;188.71;188.71;188.71;0;0
Сбербанк;D;2018-09-17;000000;190;192.07;186.6;188.11;67025000;12657495056.9
Сбербанк;D;2018-09-18;000000;188.3;192.69;186.51;191.65;83601870;15935602842.5
Сбербанк;D;2018-09-19;000000;192.3;193.97;191.47;193.9;61065690;11765790485.2
Сбербанк;D;2018-09-20;000000;194.3;197.73;191.16;191.16;133004440;25907671831.7
Сбербанк;D;2018-09-21;000000;191.16;194.68;188.83;193.44;109182050;20987085349.6
Сбербанк;D;2018-09-22;000000;193.44;193.44;193.44;193.44;0;0
Сбербанк;D;2018-09-23;000000;193.44;193.44;193.44;193.44;0;0
Сбербанк;D;2018-09-24;000000;194.6;199.06;194.29;198.75;76000500;14980862393.8
Сбербанк;D;2018-09-25;000000;199.7;201;195.06;195.55;90058270;17816394892.2
Сбербанк;D;2018-09-26;000000;195.52;197.4;193.59;195.79;61988530;12107685829.7
Сбербанк;D;2018-09-27;000000;195;204.1;194.56;204.1;101333900;20287763496.9
Сбербанк;D;2018-09-28;000000;204.93;205.67;200.1;203.32;101839410;20640002411.7
Сбербанк;D;2018-09-29;000000;203.32;203.32;203.32;203.32;0;0
Сбербанк;D;2018-09-30;000000;203.32;203.32;203.32;203.32;0;0
Сбербанк;D;2018-10-01;000000;204.5;205.25;201.71;204.2;55013680;11200731324.1
Сбербанк;D;2018-10-02;000000;205.16;205.98;198.62;199.5;79003430;15967060127.3
Сбербанк;D;2018-10-03;000000;200;202.47;196.85;198.3;76679890;15326875712.8
Сбербанк;D;2018-10-04;000000;197.91;198.19;189.25;189.35;87451180;16889190425.7
Сбербанк;D;2018-10-05;000000;188.99;191.59;185.05;187.2;103279820;19431049586.3
Сбербанк;D;2018-10-06;000000;187.2;187.2;187.2;187.2;0;0
Сбербанк;D;2018-10-07;000000;187.2;187.2;187.2;187.2;0;0
Сбербанк;D;2018-10-08;000000;187;193.6;182.51;191.85;82502650;15450505217
Сбербанк;D;2018-10-09;000000;193.5;196.04;188.7;191.25;86121280;16579437585.2
Сбербанк;D;2018-10-10;000000;192;195.12;188.81;189.89;67336620;12901659213.4
Сбербанк;D;2018-10-11;000000;184.85;187.83;182.3;185.27;125364360;23161160055.1
Сбербанк;D;2018-10-12;000000;187.8;192.16;187.61;191.85;63093510;11967488185
Сбербанк;D;2018-10-13;000000;191.85;191.85;191.85;191.85;0;0
Сбербанк;D;2018-10-14;000000;191.85;191.85;191.85;191.85;0;0
Сбербанк;D;2018-10-15;000000;192.5;193.89;189.45;190.92;54220850;10382085271.3
Сбербанк;D;2018-10-16;000000;190.02;196.2;189;196.05;64061080;12322929981.2
Сбербанк;D;2018-10-17;000000;198.47;198.8;192.92;194.05;79027880;15439909926.6
Сбербанк;D;2018-10-18;000000;193.5;194.2;190.8;191;49394850;9497146513.4
Сбербанк;D;2018-10-19;000000;191.15;191.7;183.8;183.8;96950320;18187314080.4
Сбербанк;D;2018-10-20;000000;183.8;183.8;183.8;183.8;0;0
Сбербанк;D;2018-10-21;000000;183.8;183.8;183.8;183.8;0;0
Сбербанк;D;2018-10-22;000000;184.86;187.72;180.03;180.7;92854160;17068259418.5
Сбербанк;D;2018-10-23;000000;178.89;182.5;177.02;181;77903480;13991339614.5
Сбербанк;D;2018-10-24;000000;182.5;189.25;180.5;188.01;106814960;19832667501.9
Сбербанк;D;2018-10-25;000000;185.51;188.75;184.03;186.71;80112060;14912998515.9
Сбербанк;D;2018-10-26;000000;185.77;185.85;178.27;181;92868230;16813560687.7
Сбербанк;D;2018-10-27;000000;181;181;181;181;0;0
Сбербанк;D;2018-10-28;000000;181;181;181;181;0;0
Сбербанк;D;2018-10-29;000000;180.6;186.3;178.64;185.59;61368040;11281052334.4
Сбербанк;D;2018-10-30;000000;183.88;186.82;181.74;184.78;61227000;11277603675.4
Сбербанк;D;2018-10-31;000000;186.2;189.8;184.83;189.8;66890490;12501637020.5
Сбербанк;D;2018-11-01;000000;189.5;191.36;186.7;188.67;77588390;14659260131.4
Сбербанк;D;2018-11-02;000000;189.99;192.98;188.57;192.6;69325930;13275834208.1
Сбербанк;D;2018-11-03;000000;192.6;192.6;192.6;192.6;0;0
Сбербанк;D;2018-11-04;000000;192.6;192.6;192.6;192.6;0;0
Сбербанк;D;2018-11-05;000000;192.6;192.6;192.6;192.6;0;0
Сбербанк;D;2018-11-06;000000;194.5;197.85;193.73;197.8;65904630;12927016495.6
Сбербанк;D;2018-11-07;000000;197.41;203;195.4;201.9;98634400;19697287441.3
Сбербанк;D;2018-11-08;000000;201.98;204.7;200.1;202.89;94736930;19186262036.4
Сбербанк;D;2018-11-09;000000;200.32;201.96;194.33;195.75;96097970;19066752943.8
Сбербанк;D;2018-11-10;000000;195.75;195.75;195.75;195.75;0;0
Сбербанк;D;2018-11-11;000000;195.75;195.75;195.75;195.75;0;0
Сбербанк;D;2018-11-12;000000;197.97;201.85;196.4;196.82;82362260;16404774101.4
Сбербанк;D;2018-11-13;000000;195.5;199.7;193.68;196.56;78638020;15499378471
Сбербанк;D;2018-11-14;000000;195.21;199.56;193.18;199.2;83071810;16355808484.3
Сбербанк;D;2018-11-15;000000;200.01;202.5;199.5;200.15;62376350;12524407289.2
Сбербанк;D;2018-11-16;000000;201.12;203.5;198.71;199.26;66434280;13363158527.7
Сбербанк;D;2018-11-17;000000;199.26;199.26;199.26;199.26;0;0
Сбербанк;D;2018-11-18;000000;199.26;199.26;199.26;199.26;0;0
Сбербанк;D;2018-11-19;000000;198.98;200.7;197.5;197.99;50559670;10061923655.3
Сбербанк;D;2018-11-20;000000;197.3;197.8;191.81;194.21;66392190;12942993160.1
Сбербанк;D;2018-11-21;000000;194.21;198.4;193.38;197.5;58475250;11448733173.5
Сбербанк;D;2018-11-22;000000;198;200.01;195.92;199.4;49731020;9858727498.9
Сбербанк;D;2018-11-23;000000;198.58;198.77;194.86;197.3;50984250;10030443127.2
Сбербанк;D;2018-11-24;000000;197.3;197.3;197.3;197.3;0;0
Сбербанк;D;2018-11-25;000000;197.3;197.3;197.3;197.3;0;0
Сбербанк;D;2018-11-26;000000;197.5;197.79;185.53;188.5;117412600;22420557112.3
Сбербанк;D;2018-11-27;000000;189.98;192.45;188.11;191.03;87812910;16719755012.7
Сбербанк;D;2018-11-28;000000;191.6;193.27;189.45;190.2;60383880;11541818590.3
Сбербанк;D;2018-11-29;000000;191.85;196.37;191.1;195.76;83234570;16139491460.5
Сбербанк;D;2018-11-30;000000;194;194.25;191.22;194;67411490;12993600685.9
Сбербанк;D;2018-12-01;000000;194;194;194;194;0;0
Сбербанк;D;2018-12-02;000000;194;194;194;194;0;0
Сбербанк;D;2018-12-03;000000;197.99;201.9;197.58;200.3;81820020;16385948573.4
Сбербанк;D;2018-12-04;000000;200.3;200.7;196.93;199;58006750;11528970773.3
Сбербанк;D;2018-12-05;000000;195.7;196.8;194.05;196;49771400;9734457940.7
Сбербанк;D;2018-12-06;000000;194;194.23;190.11;192.19;64556990;12399197206.1
Сбербанк;D;2018-12-07;000000;193.5;196.35;192.2;195.01;64007740;12433246380.4
Сбербанк;D;2018-12-08;000000;195.01;195.01;195.01;195.01;0;0
Сбербанк;D;2018-12-09;000000;195.01;195.01;195.01;195.01;0;0
Сбербанк;D;2018-12-10;000000;192.75;193.92;190.39;191.8;61815010;11891150325.9
Сбербанк;D;2018-12-11;000000;192.15;193.8;190.2;192.57;54872050;10537857037.9
Сбербанк;D;2018-12-12;000000;193.3;193.9;190.45;190.45;50988040;9785365619.1
Сбербанк;D;2018-12-13;000000;190.25;191.55;188.56;189.17;43510520;8266209067.4
Сбербанк;D;2018-12-14;000000;188.5;189.1;183.73;184.93;73307750;13613007249.8
Сбербанк;D;2018-12-15;000000;184.93;184.93;184.93;184.93;0;0
Сбербанк;D;2018-12-16;000000;184.93;184.93;184.93;184.93;0;0
Сбербанк;D;2018-12-17;000000;184.63;186.96;182.11;182.3;59876690;11052002008.7
Сбербанк;D;2018-12-18;000000;180.59;186.6;180.37;186.6;80342620;14678476272.8
Сбербанк;D;2018-12-19;000000;185.5;188.85;184.35;188.85;61953220;11576233463.1
Сбербанк;D;2018-12-20;000000;186;191.82;185.31;189.3;88123070;16685397398.5
Сбербанк;D;2018-12-21;000000;188.74;190.05;185.7;186.79;60633190;11346374195.8
Сбербанк;D;2018-12-22;000000;186.79;186.79;186.79;186.79;0;0
Сбербанк;D;2018-12-23;000000;186.79;186.79;186.79;186.79;0;0
Сбербанк;D;2018-12-24;000000;186.1;187.26;183.51;184.3;32587550;6022072846.5
Сбербанк;D;2018-12-25;000000;182.42;183.47;179.04;183.3;34732450;6298604219.7
Сбербанк;D;2018-12-26;000000;183.9;185.5;182.35;183.4;30129900;5541701129.1
Сбербанк;D;2018-12-27;000000;187.4;187.4;184.18;185;47527120;8820686720.4
Сбербанк;D;2018-12-28;000000;185.78;187.22;184.98;186.5;39831090;7418966648.8
Сбербанк;D;2018-12-29;000000;186.9;187;185.31;186.3;9167600;1705839164.6
Сбербанк;D;2018-12-30;000000;186.3;186.3;186.3;186.3;0;0
Сбербанк;D;2018-12-31;000000;186.3;186.3;186.3;186.3;0;0
Сбербанк;D;2019-01-01;000000;186.3;186.3;186.3;186.3;0;0
Сбербанк;D;2019-01-02;000000;186.3;186.3;186.3;186.3;0;0
Сбербанк;D;2019-01-03;000000;186.37;191.5;186;186.99;40249190;7606839232.6
Сбербанк;D;2019-01-04;000000;188;190.99;187.77;190.99;32583360;6178982723.2
Сбербанк;D;2019-01-05;000000;190.99;190.99;190.99;190.99;0;0
Сбербанк;D;2019-01-06;000000;190.99;190.99;190.99;190.99;0;0
Сбербанк;D;2019-01-07;000000;190.99;190.99;190.99;190.99;0;0
Сбербанк;D;2019-01-08;000000;191.65;193.18;190.37;191.24;38856560;7439747926.7
Сбербанк;D;2019-01-09;000000;192.71;197;192.1;197;70707820;13793750286.7
Сбербанк;D;2019-01-10;000000;196.25;197.64;195.03;196.75;56378780;11072132895.5
Сбербанк;D;2019-01-11;000000;197.11;198.96;195.61;196.8;63811140;12591455167.1
Сбербанк;D;2019-01-12;000000;196.8;196.8;196.8;196.8;0;0
Сбербанк;D;2019-01-13;000000;196.8;196.8;196.8;196.8;0;0
Сбербанк;D;2019-01-14;000000;195.7;197.44;194;196.8;44774070;8750022132
Сбербанк;D;2019-01-15;000000;197.4;198.84;195.91;198;53217180;10510647840
Сбербанк;D;2019-01-16;000000;198.64;201.3;198.02;201.26;62469270;12483769929.2
Сбербанк;D;2019-01-17;000000;201.66;203.55;201.05;203.32;59989420;12142891257.6
Сбербанк;D;2019-01-18;000000;204.6;208.44;203.83;208.44;74335240;15305706306.9
Сбербанк;D;2019-01-19;000000;208.44;208.44;208.44;208.44;0;0
Сбербанк;D;2019-01-20;000000;208.44;208.44;208.44;208.44;0;0
Сбербанк;D;2019-01-21;000000;208.91;210.2;207.17;207.17;55523010;11585526896.5
Сбербанк;D;2019-01-22;000000;206.66;208.88;205.63;207.95;51361560;10635473806.4
Сбербанк;D;2019-01-23;000000;207.78;212;207.52;210.4;79765560;16773945829.3
Сбербанк;D;2019-01-24;000000;210.4;213.43;208.55;212.2;78537190;16607825656.3
Сбербанк;D;2019-01-25;000000;212.76;214.14;211.01;212;58844660;12531962919.7
Сбербанк;D;2019-01-26;000000;212;212;212;212;0;0
Сбербанк;D;2019-01-27;000000;212;212;212;212;0;0
Сбербанк;D;2019-01-28;000000;212;213.3;207.63;209.7;56537300;11922142893
Сбербанк;D;2019-01-29;000000;209.71;214.49;206.91;213.61;63963210;13471004729.3
Сбербанк;D;2019-01-30;000000;213.8;215.7;212.22;213.14;59319900;12699037074.2
Сбербанк;D;2019-01-31;000000;215.17;218.1;214.67;217.9;80344740;17427452979
Сбербанк;D;2019-02-01;000000;218;218.7;215.01;216.29;55512060;12025357439.1
Сбербанк;D;2019-02-02;000000;216.29;216.29;216.29;216.29;0;0
Сбербанк;D;2019-02-03;000000;216.29;216.29;216.29;216.29;0;0
Сбербанк;D;2019-02-04;000000;216.25;217.14;215.06;215.5;40925530;8834464267.9
Сбербанк;D;2019-02-05;000000;216;218.55;214.61;217.85;46690970;10141679731.1
Сбербанк;D;2019-02-06;000000;217.9;218.15;215.41;216.59;46155500;10000436468.6
Сбербанк;D;2019-02-07;000000;216;216.65;210.6;211.01;69248500;14794746671.6
Сбербанк;D;2019-02-08;000000;210;211.93;208.7;210.43;51799020;10896313543.1
Сбербанк;D;2019-02-09;000000;210.43;210.43;210.43;210.43;0;0
Сбербанк;D;2019-02-10;000000;210.43;210.43;210.43;210.43;0;0
Сбербанк;D;2019-02-11;000000;211;214.72;210.8;214;49657780;10599898803.9
Сбербанк;D;2019-02-12;000000;214.8;219.45;214.6;219.1;73724050;16027207897.2
Сбербанк;D;2019-02-13;000000;219.62;220.7;213.1;213.9;85228940;18429888789.7
Сбербанк;D;2019-02-14;000000;208.5;209.85;201.7;204.43;155830530;32089490182.2
Сбербанк;D;2019-02-15;000000;205.92;209;205.52;208;79213270;16440157393.8
Сбербанк;D;2019-02-16;000000;208;208;208;208;0;0
Сбербанк;D;2019-02-17;000000;208;208;208;208;0;0
Сбербанк;D;2019-02-18;000000;208.83;209.73;203.2;204.19;76658220;15744768858.2
Сбербанк;D;2019-02-19;000000;203.6;205.6;201.1;202.08;66705090;13555179033.4
Сбербанк;D;2019-02-20;000000;203.9;206.89;203.23;206.89;66813180;13696412235.1
Сбербанк;D;2019-02-21;000000;207.55;207.87;202.3;203.41;68159040;13952696321.2
Сбербанк;D;2019-02-22;000000;203.61;206.1;203.03;205.25;45768640;9375758283.4
Сбербанк;D;2019-02-23;000000;205.25;205.25;205.25;205.25;0;0
Сбербанк;D;2019-02-24;000000;205.25;205.25;205.25;205.25;0;0
Сбербанк;D;2019-02-25;000000;205.5;208.6;204.2;205.86;70929780;14637840913.3
Сбербанк;D;2019-02-26;000000;204.8;205.8;202.9;205.8;50829020;10380382815.4
Сбербанк;D;2019-02-27;000000;206.05;206.9;203.9;205.4;54146260;11103169212.5
Сбербанк;D;2019-02-28;000000;205;208.89;204.16;207.8;62340230;12861351787.8
Сбербанк;D;2019-03-01;000000;208.48;209;206.1;206.54;46106110;9559048167.2
Сбербанк;D;2019-03-02;000000;206.54;206.54;206.54;206.54;0;0
Сбербанк;D;2019-03-03;000000;206.54;206.54;206.54;206.54;0;0
Сбербанк;D;2019-03-04;000000;207;207.5;205.25;205.5;31661100;6528156160.1
Сбербанк;D;2019-03-05;000000;204.9;204.9;202.25;202.92;46422920;9445365469.6
Сбербанк;D;2019-03-06;000000;202.74;205.7;202.6;205;52940220;10817493630
Сбербанк;D;2019-03-07;000000;205.1;206.67;203.5;203.95;46079750;9440119640.4
Сбербанк;D;2019-03-08;000000;203.95;203.95;203.95;203.95;0;0
Сбербанк;D;2019-03-09;000000;203.95;203.95;203.95;203.95;0;0
Сбербанк;D;2019-03-10;000000;203.95;203.95;203.95;203.95;0;0
Сбербанк;D;2019-03-11;000000;203.2;205.6;202.56;205.25;42484580;8673746363.1
Сбербанк;D;2019-03-12;000000;206.5;206.89;204.4;205.1;42292620;8692197347.6
Сбербанк;D;2019-03-13;000000;204.69;206;203.8;206;28536880;5846626647.6
Сбербанк;D;2019-03-14;000000;205.6;206.38;203.5;203.66;43879390;8972775024.4
Сбербанк;D;2019-03-15;000000;204.2;204.95;203.55;203.55;35953260;7336045663.3
Сбербанк;D;2019-03-16;000000;203.55;203.55;203.55;203.55;0;0
Сбербанк;D;2019-03-17;000000;203.55;203.55;203.55;203.55;0;0
Сбербанк;D;2019-03-18;000000;204.25;206.14;204.11;205.9;40854520;8389470396.4
Сбербанк;D;2019-03-19;000000;206.4;208.31;205.93;207.7;47791920;9903533910.2
Сбербанк;D;2019-03-20;000000;207.6;209.84;206.4;209.8;55535200;11569085791
Сбербанк;D;2019-03-21;000000;210.25;212.29;209.77;210.61;67037150;14163016455.2
Сбербанк;D;2019-03-22;000000;210.61;211.29;206.7;207.7;49421400;10313343201.3
Сбербанк;D;2019-03-23;000000;207.7;207.7;207.7;207.7;0;0
Сбербанк;D;2019-03-24;000000;207.7;207.7;207.7;207.7;0;0
Сбербанк;D;2019-03-25;000000;206.63;214.2;205.55;214;108111450;22848249253.9
Сбербанк;D;2019-03-26;000000;214.7;218.46;213.13;218;81466100;17633502019.4
Сбербанк;D;2019-03-27;000000;218.2;219.25;214.1;214.1;71996140;15596522767.4
Сбербанк;D;2019-03-28;000000;214.15;215.95;213.72;215.07;47565550;10216959979.2
Сбербанк;D;2019-03-29;000000;215.99;218.19;214.4;214.42;85814090;18553632347.3
Сбербанк;D;2019-03-30;000000;214.42;214.42;214.42;214.42;0;0
Сбербанк;D;2019-03-31;000000;214.42;214.42;214.42;214.42;0;0
Сбербанк;D;2019-04-01;000000;215.05;218.11;215.01;217.7;51803650;11253074150.2
Сбербанк;D;2019-04-02;000000;218.75;219.32;216.8;218.23;49230090;10751708504
Сбербанк;D;2019-04-03;000000;220.1;224.16;218.88;219.05;92738080;20531098477.6
Сбербанк;D;2019-04-04;000000;218.49;221.85;218.01;221.8;51964100;11446112440.2
Сбербанк;D;2019-04-05;000000;222.6;227.7;222.03;227.5;78052850;17547675168.7
Сбербанк;D;2019-04-06;000000;227.5;227.5;227.5;227.5;0;0
Сбербанк;D;2019-04-07;000000;227.5;227.5;227.5;227.5;0;0
Сбербанк;D;2019-04-08;000000;227.93;232.3;227.9;232.3;70857870;16291618232.9
Сбербанк;D;2019-04-09;000000;233.5;238.9;232.39;238;117431200;27784863995.4
Сбербанк;D;2019-04-10;000000;239;245.25;237.94;243.68;129370870;31346391662
Сбербанк;D;2019-04-11;000000;244.4;247.23;238.86;238.86;105413510;25595059413.5
Сбербанк;D;2019-04-12;000000;240;243.15;237;239.5;96227220;23085050839.9
Сбербанк;D;2019-04-13;000000;239.5;239.5;239.5;239.5;0;0
Сбербанк;D;2019-04-14;000000;239.5;239.5;239.5;239.5;0;0
Сбербанк;D;2019-04-15;000000;240.35;242.3;237.06;237.8;47884980;11472210998.8
Сбербанк;D;2019-04-16;000000;239;239.5;232.32;233.24;86433710;20298807946.6
Сбербанк;D;2019-04-17;000000;234.5;235.75;232;234.3;70239480;16427399744.4
Сбербанк;D;2019-04-18;000000;233.83;234.11;230.84;232.79;55729500;12943427799.9
Сбербанк;D;2019-04-19;000000;233.49;233.5;231.9;232.6;12300520;2862831138.4
Сбербанк;D;2019-04-20;000000;232.6;232.6;232.6;232.6;0;0
Сбербанк;D;2019-04-21;000000;232.6;232.6;232.6;232.6;0;0
Сбербанк;D;2019-04-22;000000;233.7;236.09;233.05;235.41;44282380;10397459472.8
Сбербанк;D;2019-04-23;000000;236;237.56;234.16;235.67;56873940;13418935007.5
Сбербанк;D;2019-04-24;000000;235;236.47;233.94;236;43619460;10266634044.4
Сбербанк;D;2019-04-25;000000;235.68;236;227.8;227.8;100809150;23343816029.6
Сбербанк;D;2019-04-26;000000;227.46;227.47;222.08;223.18;94128120;21096827673.8
Сбербанк;D;2019-04-27;000000;223.18;223.18;223.18;223.18;0;0
Сбербанк;D;2019-04-28;000000;223.18;223.18;223.18;223.18;0;0
Сбербанк;D;2019-04-29;000000;223.7;229.09;223.05;228.8;48833240;11045122505.5
Сбербанк;D;2019-04-30;000000;229.01;229.02;223.81;225.17;63461350;14338585768.1
Сбербанк;D;2019-05-01;000000;225.17;225.17;225.17;225.17;0;0
Сбербанк;D;2019-05-02;000000;226;229.84;225.85;229.1;36536970;8345545316.6
Сбербанк;D;2019-05-03;000000;229.7;233;228.55;232.52;47635490;10995571036.2
Сбербанк;D;2019-05-04;000000;232.52;232.52;232.52;232.52;0;0
Сбербанк;D;2019-05-05;000000;232.52;232.52;232.52;232.52;0;0
Сбербанк;D;2019-05-06;000000;228.75;232.8;227;232.8;48493800;11128064650.4
Сбербанк;D;2019-05-07;000000;232.7;234.34;230.26;231.49;46520740;10798164156.9
Сбербанк;D;2019-05-08;000000;231.03;232.5;229.5;230;42299640;9760522510.4
Сбербанк;D;2019-05-09;000000;230;230;230;230;0;0
Сбербанк;D;2019-05-10;000000;227;229.49;226.11;227;44398820;10117567873.4
Сбербанк;D;2019-05-11;000000;227;227;227;227;0;0
Сбербанк;D;2019-05-12;000000;227;227;227;227;0;0
Сбербанк;D;2019-05-13;000000;226.51;228.67;224.15;224.22;47092220;10653573231.2
Сбербанк;D;2019-05-14;000000;224.55;230.55;224.55;227.88;76594470;17481625434.6
Сбербанк;D;2019-05-15;000000;228.92;230.96;224.43;228.69;61125230;13902878592.5
Сбербанк;D;2019-05-16;000000;229;231.45;227.59;228.19;40133150;9213037193.4
Сбербанк;D;2019-05-17;000000;227;228.24;226;226.94;28523030;6477834359.6
Сбербанк;D;2019-05-18;000000;226.94;226.94;226.94;226.94;0;0
Сбербанк;D;2019-05-19;000000;226.94;226.94;226.94;226.94;0;0
Сбербанк;D;2019-05-20;000000;228.23;229.18;225.1;226;30226170;6849501464.9
Сбербанк;D;2019-05-21;000000;227.02;232.71;226.04;232.71;59079510;13542510908.4
Сбербанк;D;2019-05-22;000000;233.13;237.4;230.8;235.86;59430610;13965801460.5
Сбербанк;D;2019-05-23;000000;234.5;235.37;228.57;229.3;51517700;11948509779.5
Сбербанк;D;2019-05-24;000000;231.2;236.45;231.2;234.45;65885440;15426776802.8
Сбербанк;D;2019-05-25;000000;234.45;234.45;234.45;234.45;0;0
Сбербанк;D;2019-05-26;000000;234.45;234.45;234.45;234.45;0;0
Сбербанк;D;2019-05-27;000000;235.28;237;233.83;236;27786310;6539312871.4
Сбербанк;D;2019-05-28;000000;236.5;237.47;230.6;233.19;74118940;17376341037.5
Сбербанк;D;2019-05-29;000000;232.1;234.3;230.25;233.4;51831510;12058285065.1
Сбербанк;D;2019-05-30;000000;234.55;235.21;231.91;232.75;36413600;8499588638.8
Сбербанк;D;2019-05-31;000000;230.56;234.1;229.21;233.24;53532020;12379239716
Сбербанк;D;2019-06-01;000000;233.24;233.24;233.24;233.24;0;0
Сбербанк;D;2019-06-02;000000;233.24;233.24;233.24;233.24;0;0
Сбербанк;D;2019-06-03;000000;231.18;241.5;230.35;239.95;84461310;20073174687.7
Сбербанк;D;2019-06-04;000000;239.88;240.25;234.8;236;70060790;16602617098.4
Сбербанк;D;2019-06-05;000000;236;240.3;235.11;239;52861630;12596463385.2
Сбербанк;D;2019-06-06;000000;238.87;246.34;238.53;244.89;61360950;14957128724.6
Сбербанк;D;2019-06-07;000000;246.36;249;246.06;248.28;68423470;16949585336.6
Сбербанк;D;2019-06-08;000000;248.28;248.28;248.28;248.28;0;0
Сбербанк;D;2019-06-09;000000;248.28;248.28;248.28;248.28;0;0
Сбербанк;D;2019-06-10;000000;249.55;250.65;245.2;249;62696710;15582010956.3
Сбербанк;D;2019-06-11;000000;235.51;239;235.11;235.89;67944000;16115167732.3
Сбербанк;D;2019-06-12;000000;235.89;235.89;235.89;235.89;0;0
Сбербанк;D;2019-06-13;000000;236.55;241.07;232.55;240.49;75253430;17852206746.3
Сбербанк;D;2019-06-14;000000;240.55;243.8;237.1;238.8;50409780;12115076103.7
Сбербанк;D;2019-06-15;000000;238.8;238.8;238.8;238.8;0;0
Сбербанк;D;2019-06-16;000000;238.8;238.8;238.8;238.8;0;0
Сбербанк;D;2019-06-17;000000;239;240.87;237.5;237.8;33622230;8036458694.4
Сбербанк;D;2019-06-18;000000;237.25;241.99;236.36;241.8;48958470;11706132989
Сбербанк;D;2019-06-19;000000;242.95;242.95;238.7;240.4;33945380;8156723970.1
Сбербанк;D;2019-06-20;000000;242;244.99;241.4;244.1;64381820;15685985981.2
Сбербанк;D;2019-06-21;000000;243;243.9;237.56;238.02;61061660;14650470642.3
Сбербанк;D;2019-06-22;000000;238.02;238.02;238.02;238.02;0;0
Сбербанк;D;2019-06-23;000000;238.02;238.02;238.02;238.02;0;0
Сбербанк;D;2019-06-24;000000;239.06;240.75;238.42;239.09;27723430;6643127409
Сбербанк;D;2019-06-25;000000;238.98;239.2;234.2;236.7;38549170;9093981303.5
Сбербанк;D;2019-06-26;000000;236.8;241.37;235.81;240.59;39714300;9501367310.9
Сбербанк;D;2019-06-27;000000;240.42;242.44;238.3;240.5;48171380;11575678587.9
Сбербанк;D;2019-06-28;000000;240;241.23;237.87;238.55;33405070;8002503226.7
Сбербанк;D;2019-06-29;000000;238.55;238.55;238.55;238.55;0;0
Сбербанк;D;2019-06-30;000000;238.55;238.55;238.55;238.55;0;0
Сбербанк;D;2019-07-01;000000;240.98;243.9;240.21;242.98;50758220;12301680169.7
Сбербанк;D;2019-07-02;000000;242.51;242.74;239.7;241.2;28583620;6884237874.5
Сбербанк;D;2019-07-03;000000;241;243.7;240.17;241.51;32731470;7929103535
Сбербанк;D;2019-07-04;000000;241.97;243;240.81;242.82;25316980;6130734609.1
Сбербанк;D;2019-07-05;000000;242.91;243.5;241.61;242.83;27870840;6760464589.7
Сбербанк;D;2019-07-06;000000;242.83;242.83;242.83;242.83;0;0
Сбербанк;D;2019-07-07;000000;242.83;242.83;242.83;242.83;0;0
Сбербанк;D;2019-07-08;000000;242.13;243.3;240.68;243.3;28620550;6925195477.3
Сбербанк;D;2019-07-09;000000;243;243.7;241.87;242.74;26380230;6403927430.2
Сбербанк;D;2019-07-10;000000;243.1;245.5;242.01;243.76;41599760;10143952505.1
Сбербанк;D;2019-07-11;000000;244.5;244.97;240.17;241.3;33165890;8036453218.6
Сбербанк;D;2019-07-12;000000;241.29;241.5;236.37;237.02;47691520;11344426526.7
Сбербанк;D;2019-07-13;000000;237.02;237.02;237.02;237.02;0;0
Сбербанк;D;2019-07-14;000000;237.02;237.02;237.02;237.02;0;0
Сбербанк;D;2019-07-15;000000;237.9;238.59;234.23;235.27;45070430;10665551854.6
Сбербанк;D;2019-07-16;000000;234.68;235.3;232.25;234.75;36223090;8469613947.2
Сбербанк;D;2019-07-17;000000;234.32;238.04;233.5;234.63;33529510;7916484903.5
Сбербанк;D;2019-07-18;000000;234;236.4;233.5;234.78;23057060;5421952289
Сбербанк;D;2019-07-19;000000;236.34;237.93;232.32;232.85;34706170;8156962941.6
Сбербанк;D;2019-07-20;000000;232.85;232.85;232.85;232.85;0;0
Сбербанк;D;2019-07-21;000000;232.85;232.85;232.85;232.85;0;0
Сбербанк;D;2019-07-22;000000;233;233.98;228.57;230.35;37949300;8783436642.4
Сбербанк;D;2019-07-23;000000;230.5;232.83;228.52;232.48;36363560;8401389505.7
Сбербанк;D;2019-07-24;000000;233.7;234;229.9;230.65;27365890;6355386841.4
Сбербанк;D;2019-07-25;000000;230;234.65;229.02;232.9;33078390;7688444437.3
Сбербанк;D;2019-07-26;000000;232.4;233.99;230.25;230.55;25918140;6015905213.4
Сбербанк;D;2019-07-27;000000;230.55;230.55;230.55;230.55;0;0
Сбербанк;D;2019-07-28;000000;230.55;230.55;230.55;230.55;0;0
